                                                                                                                                                                                                                                                                
                        1
               freq_units
UHZ                      
                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.3783602459524393E-006   0.1545979963623271E+004   0.0000000000000000E+000                         0                         0                        10                        10
  0.1819001974449205E-006   0.1683530602739134E+004   0.0000000000000000E+000                         0                         0                        11                        11
  0.9869865820018663E-007   0.1818510617430530E+004   0.0000000000000000E+000                         0                         0                        12                        12
  0.6016014155958872E-007   0.1953866389150740E+004   0.0000000000000000E+000                         0                         0                        13                        13
  0.3904159604807739E-007   0.2089236351242661E+004   0.0000000000000000E+000                         0                         0                        14                        14
  0.2590315210839263E-007   0.2224448419849098E+004   0.0000000000000000E+000                         0                         0                        15                        15
  0.1827138541857457E-007   0.2358616296262024E+004   0.0000000000000000E+000                         0                         0                        16                        16
  0.1395375145966911E-007   0.2492002823878353E+004   0.0000000000000000E+000                         0                         0                        17                        17
  0.1147510453976736E-007   0.2626260856238218E+004   0.0000000000000000E+000                         0                         0                        18                        18
  0.9864291550914977E-008   0.2761124051447341E+004   0.0000000000000000E+000                         0                         0                        19                        19
  0.8608463149586935E-008   0.2896543210166061E+004   0.0000000000000000E+000                         0                         0                        20                        20
  0.7709257854269971E-008   0.3032138873053135E+004   0.0000000000000000E+000                         0                         0                        21                        21
  0.7088749205735637E-008   0.3167651427910485E+004   0.0000000000000000E+000                         0                         0                        22                        22
  0.6704214762841808E-008   0.3303717565817931E+004   0.0000000000000000E+000                         0                         0                        23                        23
  0.6482744091275028E-008   0.3440059049622708E+004   0.0000000000000000E+000                         0                         0                        24                        24
