                                                                                                                                                                                                                                                                
                        1
               freq_units
UHZ                      
                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.2669248261744527E-006   0.1609381409207770E+004   0.0000000000000000E+000                         1                         0                         9                        10
  0.1342129243129954E-006   0.1746017645736835E+004   0.0000000000000000E+000                         1                         0                        10                        11
  0.7778349105064252E-007   0.1881057882905991E+004   0.0000000000000000E+000                         1                         0                        11                        12
  0.4883333103219494E-007   0.2016544370988941E+004   0.0000000000000000E+000                         1                         0                        12                        13
  0.3206788824864424E-007   0.2152476412670845E+004   0.0000000000000000E+000                         1                         0                        13                        14
  0.2180153542609329E-007   0.2287149418696778E+004   0.0000000000000000E+000                         1                         0                        14                        15
  0.1586941613714911E-007   0.2421189276411342E+004   0.0000000000000000E+000                         1                         0                        15                        16
  0.1264366389781215E-007   0.2555061559428993E+004   0.0000000000000000E+000                         1                         0                        16                        17
  0.1062354783181657E-007   0.2689683783266267E+004   0.0000000000000000E+000                         1                         0                        17                        18
  0.9215799285696625E-008   0.2825231215063511E+004   0.0000000000000000E+000                         1                         0                        18                        19
  0.8142697330280568E-008   0.2960758520917170E+004   0.0000000000000000E+000                         1                         0                        19                        20
  0.7360131826688356E-008   0.3096549482118473E+004   0.0000000000000000E+000                         1                         0                        20                        21
  0.6881999022531845E-008   0.3232454033151683E+004   0.0000000000000000E+000                         1                         0                        21                        22
  0.6573681438058323E-008   0.3368712051334655E+004   0.0000000000000000E+000                         1                         0                        22                        23
