                                                                                                                                                                                                                                                                
                        1
               freq_units
UHZ                      
                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.3864119283265392E-006   0.1546414523126783E+004   0.0000000000000000E+000                         0                         0                        10                        10
  0.1853255853336029E-006   0.1684137010722679E+004   0.0000000000000000E+000                         0                         0                        11                        11
  0.1004536864892843E-006   0.1819162101447047E+004   0.0000000000000000E+000                         0                         0                        12                        12
  0.6107689712664914E-007   0.1954546779176272E+004   0.0000000000000000E+000                         0                         0                        13                        13
  0.3962405313181559E-007   0.2090029997911594E+004   0.0000000000000000E+000                         0                         0                        14                        14
  0.2624620279597882E-007   0.2225276729934778E+004   0.0000000000000000E+000                         0                         0                        15                        15
  0.1843397797209077E-007   0.2359560421701480E+004   0.0000000000000000E+000                         0                         0                        16                        16
  0.1403939319917292E-007   0.2492958630825815E+004   0.0000000000000000E+000                         0                         0                        17                        17
  0.1150969109164970E-007   0.2627184328132116E+004   0.0000000000000000E+000                         0                         0                        18                        18
  0.9886282173481629E-008   0.2762099782054774E+004   0.0000000000000000E+000                         0                         0                        19                        19
  0.8620306852550418E-008   0.2897502479511145E+004   0.0000000000000000E+000                         0                         0                        20                        20
  0.7700597297009014E-008   0.3033159666057312E+004   0.0000000000000000E+000                         0                         0                        21                        21
  0.7071693887496964E-008   0.3168687729166468E+004   0.0000000000000000E+000                         0                         0                        22                        22
  0.6672095869863302E-008   0.3304731791630209E+004   0.0000000000000000E+000                         0                         0                        23                        23
  0.6445841438338395E-008   0.3441117395826437E+004   0.0000000000000000E+000                         0                         0                        24                        24
