                                                                                                                                                                                                                                                                
                        1
               freq_units
UHZ                      
                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.4344906107539267E-006   0.1551372265840798E+004   0.0000000000000000E+000                         2                         0                         9                         9
  0.2058653532272732E-006   0.1691109270695281E+004   0.0000000000000000E+000                         2                         0                        10                        10
  0.1093531788964486E-006   0.1828103916320767E+004   0.0000000000000000E+000                         2                         0                        11                        11
  0.6552268081623367E-007   0.1965263091172980E+004   0.0000000000000000E+000                         2                         0                        12                        12
  0.4212045010117074E-007   0.2102508821282551E+004   0.0000000000000000E+000                         2                         0                        13                        13
  0.2768686630182726E-007   0.2239739020740707E+004   0.0000000000000000E+000                         2                         0                        14                        14
  0.1921304183268081E-007   0.2375993627585214E+004   0.0000000000000000E+000                         2                         0                        15                        15
  0.1441050741534588E-007   0.2511246200682477E+004   0.0000000000000000E+000                         2                         0                        16                        16
  0.1167406032161959E-007   0.2647208623229648E+004   0.0000000000000000E+000                         2                         0                        17                        17
  0.9950923047666845E-008   0.2783828719127657E+004   0.0000000000000000E+000                         2                         0                        18                        18
  0.8630195262294267E-008   0.2920997790226452E+004   0.0000000000000000E+000                         2                         0                        19                        19
  0.7667221989640229E-008   0.3058447158837902E+004   0.0000000000000000E+000                         2                         0                        20                        20
  0.6999522014485360E-008   0.3195737652474252E+004   0.0000000000000000E+000                         2                         0                        21                        21
  0.6569202840147663E-008   0.3333510667130939E+004   0.0000000000000000E+000                         2                         0                        22                        22
  0.6323820111025036E-008   0.3471625979664778E+004   0.0000000000000000E+000                         2                         0                        23                        23
