                                                                                                                                                                                                                                                                
                        1
               freq_units
UHZ                      
                        1                         2                         3                         4                         5                         6                         7
                   E_norm                  Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.3077189433765250E-006   0.1566308526981350E+004   0.0000000000000000E+000                        20                         0                         5                         5
  0.1335097598262381E-006   0.1733416134588811E+004   0.0000000000000000E+000                        20                         0                         6                         6
  0.7071249212028640E-007   0.1892462904603768E+004   0.0000000000000000E+000                        20                         0                         7                         7
  0.4266443670627317E-007   0.2048265454573796E+004   0.0000000000000000E+000                        20                         0                         8                         8
  0.2700670744027076E-007   0.2201520533015912E+004   0.0000000000000000E+000                        20                         0                         9                         9
  0.1795489546691761E-007   0.2351221217489328E+004   0.0000000000000000E+000                        20                         0                        10                        10
  0.1312232376388773E-007   0.2498250316921024E+004   0.0000000000000000E+000                        20                         0                        11                        11
  0.1057763418254271E-007   0.2644590935486098E+004   0.0000000000000000E+000                        20                         0                        12                        12
  0.9004481641650773E-008   0.2790881033937457E+004   0.0000000000000000E+000                        20                         0                        13                        13
  0.7818251539894714E-008   0.2936953484553120E+004   0.0000000000000000E+000                        20                         0                        14                        14
  0.6948493120390677E-008   0.3082527397642711E+004   0.0000000000000000E+000                        20                         0                        15                        15
  0.6390310129370601E-008   0.3227419951571027E+004   0.0000000000000000E+000                        20                         0                        16                        16
  0.6051624862077403E-008   0.3372140628833067E+004   0.0000000000000000E+000                        20                         0                        17                        17
